area_type,availability,BHK,society,total_sqft,bath,balcony,price,site_location
Super built-up  Area,0,3,Ceezey ,1761,3,1,84.52,Pirangut
Super built-up  Area,1,3,0,1700,3,3,120,Prabhat Road
Super built-up  Area,0,2,Prarkun,1128,2,1,64.8,Rasta Peth
Super built-up  Area,1,3,0,2000,3,2,85,Raviwar Peth
Built-up  Area,0,3,0,1220,2,1,35.25,Sadashiv Peth
Super built-up  Area,0,1,Ardaseo,509,1,1,20,Sahakar Nagar
Super built-up  Area,1,3,SoechHa,1852,4,2,122,Salunke Vihar
Super built-up  Area,0,2,Myple M,1045,2,1,40.65,Sasson Road
Super built-up  Area,1,4,Varve R,3535,4,2,215,Satara Road
Super built-up  Area,1,2,0,1102,2,2,53.67,Senapati Bapat Road
Super built-up  Area,1,4,Shinei ,1800,3,2,82,Shaniwar Peth
Super built-up  Area,1,3,0,1436,2,2,75,Shivaji Nagar
Super built-up  Area,1,3,Kr 10Ca,1397,2,0,52,Shukrawar Peth
Super built-up  Area,1,2,0,1140,2,2,56,Sinhagad Road
Super built-up  Area,0,1,Soresea,645,1,1,55,Somwar Peth
Plot  Area,1,5,0,2350,5,0,325,Swargate
Plot  Area,0,3,0,1200,3,2,225,Tilak Road
Carpet  Area,1,3,E onsg ,2050,3,2,135,Uruli Devachi
Super built-up  Area,1,2,DSndsod,1335,2,1,95,Vadgaon Budruk
Plot  Area,1,2,0,2100,1,1,200,Wadgaon Sheri
Super built-up  Area,0,3,Magiaya,1255,3,2,77.68,Viman Nagar
Super built-up  Area,1,2,SLaceda,1140,2,1,59,Vishrant Wadi
Super built-up  Area,1,3,Taonte ,2376,3,1,240,Wagholi
Super built-up  Area,0,1,Bhe 2ko,663,1,1,46,Wakadewadi
Super built-up  Area,1,2,0,1276,2,0,146,Wanowrie
Super built-up  Area,1,3,JRrnauv,1450,3,3,60.9,Warje
Super built-up  Area,1,3,0,1400,3,3,66,Yerawada
Super built-up  Area,0,2,0,1339,2,1,53.56,Alandi Road
Built-up  Area,0,3,0,1220,2,1,35.23,Ambegaon Budruk
Built-up  Area,1,3,Sariaat,2200,3,2,275,Anandnagar
Built-up  Area,1,2,0,1305,2,2,52,Aundh
Built-up  Area,1,3,Sravea ,1740,3,3,80,Aundh Road
Super built-up  Area,1,2,0,680,1,1,21,Balaji Nagar
Super built-up  Area,1,2,0,1154,2,2,47,Baner
Built-up  Area,1,2,0,1200,2,2,40,Baner road
Super built-up  Area,1,2,0,1155,2,2,54.5,Bhandarkar Road
Super built-up  Area,1,3,Shthi S,1525,2,3,63,Bhavani Peth
Built-up  Area,1,1,0,600,1,1,125,Bibvewadi
Super built-up  Area,0,4,Raard B,2470,5,2,192,Bopodi
Super built-up  Area,1,2,0,1100,2,1,60,Budhwar Peth
Super built-up  Area,1,2,Savar S,1250,2,2,65,Bund Garden Road
Super built-up  Area,1,2,YMhenLi,1400,2,1,70,Camp
Super built-up  Area,1,3,Naory G,1600,3,2,100,Chandan Nagar
Built-up  Area,1,2,GMown E,1060,2,1,55,Dapodi
Super built-up  Area,1,2,0,1272,2,2,50,Deccan Gymkhana
Super built-up  Area,0,2,Soazak ,1296,2,2,105,Dehu Road
Built-up  Area,1,4,0,2100,3,2,280,Dhankawadi
Super built-up  Area,1,3,AjityIn,1945,3,3,115,Dhayari Phata
Super built-up  Area,0,3,0,1033,2,2,30.47,Dhole Patil Road
Super built-up  Area,1,3,Pantsce,2300,2,0,69,Erandwane
Super built-up  Area,0,2,0,1235,2,2,52.76,Fatima Nagar
Super built-up  Area,1,3,Aplanje,2100,3,1,270,Fergusson College Road
Super built-up  Area,1,2,Sharlth,850,2,1,42.5,Ganesh Peth
Super built-up  Area,1,3,Mayne A,1880,3,2,110,Ganeshkhind
Super built-up  Area,0,4,0,2450,4,2,368,Ghorpade Peth
Super built-up  Area,1,2,Unateit,1060,2,2,52,Ghorpadi
Super built-up  Area,1,3,SaireSa,2041,3,3,138,Gokhale Nagar
Built-up  Area,1,2,0,1050,2,2,125,Gultekdi
Super built-up  Area,1,2,0,1037,2,1,36.28,Guruwar peth
Built-up  Area,0,2,0,1150,2,1,39,Hadapsar
Super built-up  Area,1,2,MCrds S,1184,2,1,62,Hadapsar Industrial Estate
Built-up  Area,1,3,0,1680,3,2,126,Hingne Khurd
Super built-up  Area,0,3,Bhe 2ko,1411,3,2,100,Jangali Maharaj Road
Super built-up  Area,0,2,0,900,2,2,41,Karve Nagar
Built-up  Area,1,4,0,3500,4,3,320,Karve Road
Super built-up  Area,1,3,Soitya ,1702,3,2,120,Kasba Peth
Super built-up  Area,1,2,BKideor,1185,2,2,45,Katraj
Super built-up  Area,0,3,PrarePa,1300,3,1,64,Khadaki
Super built-up  Area,1,3,Vanusn ,1545,3,2,65,Khadki
Super built-up  Area,1,3,NCierar,1515,2,2,135,Kharadi
Super built-up  Area,1,3,DLhtsen,1300,3,3,55,Kondhwa
Super built-up  Area,1,2,0,1107,2,1,57,Kondhwa Budruk
Super built-up  Area,1,3,Brglede,1720,3,2,106,Kondhwa Khurd
Super built-up  Area,1,3,Srersas,1540,3,2,150,Koregaon Park
Super built-up  Area,1,2,0,1000,2,1,44.5,Kothrud
Super built-up  Area,0,1,KonteiT,710,1,1,40.42,Law College Road
Super built-up  Area,1,2,SLaceda,1100,2,1,38,Laxmi Road
Built-up  Area,1,4,KrodsNo,3200,4,0,270,Lulla Nagar
Plot  Area,1,2,0,900,2,2,160,Mahatma Gandhi Road
Built-up  Area,1,2,Saavenc,1250,2,0,48,Mangalwar peth
Built-up  Area,1,5,0,2400,4,3,130,Manik Bagh
Super built-up  Area,1,3,Sonosty,1584.01,3,1,104,Market yard
Super built-up  Area,1,3,SrncyRe,1485,2,2,70,Mundhawa
Built-up  Area,1,3,Maity W,1100,2,1,78,Nagar Road
Super built-up  Area,0,2,0,1245,2,1,59,Nana Peth
Built-up  Area,0,4,Ciris P,1880,4,0,154,Narayan Peth
Super built-up  Area,0,3,0,2214,3,3,350,Narayangaon
Built-up  Area,0,2,0,1050,2,2,45,Navi Peth
Super built-up  Area,0,3,Uncioe ,1640,3,2,105,Parvati Darshan
Super built-up  Area,1,2,Papusa ,1165,2,1,65,Pashan
Built-up  Area,1,2,MMowsik,1110,2,1,43,Paud Road
Built-up  Area,1,4,Soy 1Iv,4000,4,2,630,Prabhat Road
Built-up  Area,1,4,0,4500,4,0,150,Pune Railway Station
Super built-up  Area,1,2,NDionas,1300,2,2,75,Raviwar Peth
Plot  Area,1,2,0,1200,1,0,42,Sadashiv Peth
Super built-up  Area,0,2,Puachal,1232,2,1,69.61,Salunke Vihar
Super built-up  Area,1,3,0,1704,3,2,94.36,Sasson Road
Built-up  Area,1,3,0,1275,2,2,88,Satara Road
Super built-up  Area,1,3,GCiewty,1222,2,1,68,Senapati Bapat Road
Super built-up  Area,1,2,MKllei ,1155,2,2,39,Shaniwar Peth
Super built-up  Area,0,2,0,1000,2,1,29.95,Shivaji Nagar
Super built-up  Area,1,2,Bhave E,1200,2,1,45,Shukrawar Peth
Super built-up  Area,0,3,Goues A,1517,3,2,71.28,Sinhagad Road
Super built-up  Area,0,2,0,1166,2,1,37.29,Somwar Peth
Built-up  Area,1,2,Itelaa ,870,2,2,24,Swargate
Super built-up  Area,1,5,0,4000,5,2,170,Tilak Road
Plot  Area,1,4,0,1350,4,1,230,Uruli Devachi
Super built-up  Area,1,4,Niareum,3019,6,0,190,Vadgaon Budruk
Super built-up  Area,1,3,SearkHy,1345,3,1,58,Wadgaon Sheri
Super built-up  Area,1,4,AkoreEn,3800,5,2,170,Vishrant Wadi
Super built-up  Area,1,3,0,971,2,2,38,Wagholi
Super built-up  Area,1,2,Shateor,1255,2,1,52.32,Wakadewadi
Built-up  Area,1,2,Loe 1st,1810,2,2,65,Wanowrie
Built-up  Area,1,2,0,1300,2,1,58,Warje
Super built-up  Area,1,2,MenueNo,1185,2,2,45,Yerawada
Super built-up  Area,1,2,ShaleSp,1350,2,3,68,Alandi Road
Super built-up  Area,1,7,0,3000,6,3,180,Anandnagar
Plot  Area,1,4,0,1560,3,2,149,Aundh
Super built-up  Area,1,3,ManceEl,1650,3,0,126,Aundh Road
Super built-up  Area,1,3,0,1645,3,2,87,Balaji Nagar
Super built-up  Area,1,3,ChionCo,1748,3,0,103,Baner
Plot  Area,0,3,0,1200,3,1,67.77,Baner road
Built-up  Area,1,2,Rooodre,1170,2,3,50,Bhandarkar Road
Built-up  Area,1,4,Saitya ,3420,4,2,225,Bhavani Peth
Built-up  Area,1,3,Naepa D,1320,2,2,65,Bibvewadi
Super built-up  Area,0,3,Rosha I,1610,3,2,84.53,Bopodi
Super built-up  Area,1,3,Bamita ,1870,3,3,180,Budhwar Peth
Super built-up  Area,1,3,Mades G,1510,2,1,110,Bund Garden Road
Built-up  Area,1,6,0,2700,7,3,110,Camp
Super built-up  Area,1,3,0,1305,2,1,45.68,Chandan Nagar
Super built-up  Area,1,3,Neisei ,1500,2,1,70,Dapodi
Super built-up  Area,1,2,Goareir,1149,2,1,130,Deccan Gymkhana
Built-up  Area,1,4,Bhmesy ,1948,4,2,129,Dehu Road
Plot  Area,1,3,0,1448,3,1,70,Dhankawadi
Super built-up  Area,1,2,SJityaz,1242,2,1,78,Dhayari Phata
Super built-up  Area,1,2,Skacak ,1268,2,1,58,Dhole Patil Road
Super built-up  Area,1,2,Saoneil,1101,2,1,50,Erandwane
Super built-up  Area,1,2,Bhmesa ,1255,2,3,65,Fatima Nagar
Super built-up  Area,1,3,DSerste,1362,3,1,62.63,Fergusson College Road
Super built-up  Area,1,3,Puops R,984,3,2,140,Ganesh Peth
Super built-up  Area,0,2,SStusan,1089,2,1,32.67,Ganeshkhind
Built-up  Area,1,2,0,800,1,3,95,Ghorpade Peth
Super built-up  Area,1,3,Aklia R,1345,2,1,57,Ghorpadi
Plot  Area,1,8,0,3600,9,3,125,Gokhale Nagar
Plot  Area,1,4,0,1650,2,1,140,Gultekdi
Super built-up  Area,1,2,Baowsig,950,2,1,45,Guruwar peth
Super built-up  Area,1,2,Mantsce,1068,2,1,43,Hadapsar
Built-up  Area,1,2,KHatsFl,860,1,2,31,Hadapsar Industrial Estate
Built-up  Area,1,8,0,3000,5,0,130,Hingne Khurd
Super built-up  Area,1,3,Pyikad ,1756,3,2,66.73,Jangali Maharaj Road
Super built-up  Area,1,2,SSthamh,1205,2,1,41,Kalyani Nagar
Super built-up  Area,1,3,Bregae ,1800,3,2,125,Karve Road
Built-up  Area,1,3,Neise P,1604,3,0,68,Katraj
Super built-up  Area,0,4,Jaades ,2732,4,3,204,Khadaki
Super built-up  Area,0,2,SunceEs,1015,2,2,25.88,Khadki
Super built-up  Area,1,3,0,1200,2,2,42,Kharadi
Super built-up  Area,1,2,0,1010,2,2,38,Kondhwa
Built-up  Area,1,2,0,1250,3,0,170,Kondhwa Budruk
Super built-up  Area,1,2,0,1010,2,1,41,Kondhwa Khurd
Super built-up  Area,1,2,DStus S,1050,2,2,33.1,Koregaon Park
Super built-up  Area,1,3,0,1710,3,2,85,Kothrud
Super built-up  Area,0,3,PrntaEn,1248.52,3,2,115,Law College Road
Super built-up  Area,0,3,DSnjh S,1656,2,1,62.93,Lulla Nagar
Super built-up  Area,1,3,Malmsri,1451,3,1,68,Mahatma Gandhi Road
Super built-up  Area,1,2,Maerar ,1250,2,2,93,Manik Bagh
Super built-up  Area,1,4,Emceske,4600,6,2,650,Model colony
Built-up  Area,1,3,Laiteya,1340,2,3,42,Mukund Nagar
Super built-up  Area,1,2,SSaveik,1100,2,2,38.5,Mundhawa
Super built-up  Area,1,3,Heate L,1700,3,1,71,Nana Peth
Super built-up  Area,1,2,SViseun,1096,2,1,43,Narayangaon
Super built-up  Area,0,2,Sryalan,1160,2,1,33.5,Navi Peth
Built-up  Area,1,3,0,1936,3,2,139,Padmavati
Super built-up  Area,1,3,Undge T,1269,2,2,63,Parvati Darshan
Super built-up  Area,0,3,0,3500,3,1,630,Pashan
Super built-up  Area,0,3,Prcesvy,1586,3,1,125,Paud Road
Super built-up  Area,0,2,ProdsWe,1376,2,1,124,Pirangut
Super built-up  Area,1,3,JRrnauv,1452,3,3,56.5,Prabhat Road
Super built-up  Area,0,3,Sosisic,1538,3,1,107,Pune Railway Station
Super built-up  Area,0,3,PuendWe,1427,2,1,130,Rasta Peth
Built-up  Area,1,2,0,935,2,0,40,Raviwar Peth
Built-up  Area,1,2,Raeusiy,1220,2,3,65,Sadashiv Peth
Super built-up  Area,1,2,Prncyrn,1197,2,1,77,Sahakar Nagar
Super built-up  Area,0,2,0,674,1,1,19.9,Salunke Vihar
Built-up  Area,0,3,Bhmesy ,1573,3,1,90,Satara Road
Super built-up  Area,1,2,Srsami ,1135,2,2,58,Senapati Bapat Road
Built-up  Area,0,3,0,1400,2,1,40.43,Shaniwar Peth
Super built-up  Area,1,1,0,1200,1,0,65,Shivaji Nagar
Plot  Area,1,3,0,1800,3,0,95,Shukrawar Peth
Built-up  Area,1,3,Sohea A,2045,3,2,108,Sinhagad Road
Super built-up  Area,1,2,Skacak ,1268,2,1,56,Somwar Peth
Super built-up  Area,1,2,Prrtht ,883,2,1,39,Swargate
Super built-up  Area,1,3,PuziaVe,1600,3,3,100,Tilak Road
Super built-up  Area,1,2,Bhmesy ,1056,2,2,70,Uruli Devachi
Plot  Area,1,4,StodsWa,4500,4,0,330,Wadgaon Sheri
Super built-up  Area,1,2,Gasom B,1204,2,2,58,Viman Nagar
Super built-up  Area,1,3,Dhndsh ,1410,2,1,54,Vishrant Wadi
Built-up  Area,1,2,Elley B,1460,2,1,80.3,Wagholi
Super built-up  Area,1,2,0,1100,2,1,41.18,Wakadewadi
Super built-up  Area,1,2,AbarkVa,1310,2,1,88,Wanowrie
Super built-up  Area,1,3,Putus L,1600,3,2,90,Warje
Super built-up  Area,1,2,0,1250,2,2,55,Yerawada
Super built-up  Area,1,3,SJityaz,1665,3,2,74.93,Alandi Road
Super built-up  Area,1,3,Aklia R,1345,2,1,57,Ambegaon Budruk
Built-up  Area,1,5,0,2000,5,2,240,Anandnagar
Super built-up  Area,1,2,SRensar,1416,2,2,67,Aundh
Super built-up  Area,1,2,NRosete,1145,2,2,46,Aundh Road
Built-up  Area,1,10,0,7200,10,3,200,Balaji Nagar
Built-up  Area,1,3,DLhtsen,1231,3,2,58,Baner
Super built-up  Area,1,3,Neite T,1664,3,0,73.95,Baner road
Built-up  Area,1,3,0,2000,3,1,76,Bhandarkar Road
Built-up  Area,1,2,Ahntyve,972,2,2,43,Bhavani Peth
Built-up  Area,1,4,0,4500,4,3,345,Bibvewadi
Super built-up  Area,1,2,0,1185,2,1,47.39,Bopodi
Built-up  Area,1,3,0,1750,3,2,81,Budhwar Peth
Built-up  Area,1,3,Prurten,3155,4,0,316,Bund Garden Road
Super built-up  Area,0,2,Soresea,1007,2,1,68,Camp
Super built-up  Area,1,3,0,1700,3,2,200,Chandan Nagar
Super built-up  Area,1,2,Veales ,1250,2,2,85,Dapodi
Super built-up  Area,1,2,0,1200,2,1,54,Deccan Gymkhana
Super built-up  Area,0,2,S2ionrn,994,2,1,42.28,Dehu Road
Super built-up  Area,0,2,0,1150,2,2,40,Dhankawadi
Super built-up  Area,1,2,MenueNo,1220,2,2,46,Dhayari Phata
Super built-up  Area,1,2,PlhtsHe,1441,2,1,115,Dhole Patil Road
Super built-up  Area,0,2,Saesttt,1157,2,2,47.32,Erandwane
Super built-up  Area,1,2,Prtanha,1400,2,2,105,Fergusson College Road
Built-up  Area,1,3,0,1370.07,3,1,65,Ganesh Peth
Super built-up  Area,0,2,0,900,2,1,40,Ghorpade Peth
Plot  Area,1,3,0,1200,3,1,80,Gokhale Nagar
Built-up  Area,1,2,0,1200,2,3,43,Gultekdi
Super built-up  Area,1,2,0,1062,2,1,42.48,Guruwar peth
Super built-up  Area,1,2,0,1120,2,1,51,Hadapsar
Super built-up  Area,1,2,0,1012,2,1,44,Hadapsar Industrial Estate
Plot  Area,1,3,0,1500,2,1,200,Hingne Khurd
Super built-up  Area,1,2,Jahipa ,675,2,2,13.5,Kalyani Nagar
Super built-up  Area,1,2,Atarebe,1430,2,2,78,Karve Nagar
Super built-up  Area,1,3,0,1195,2,1,56,Karve Road
Super built-up  Area,1,3,Brica E,2640,5,1,150,Kasba Peth
Super built-up  Area,1,3,Prityel,1075,2,1,42,Katraj
Built-up  Area,0,2,Skacak ,1011,2,1,59,Kharadi
Super built-up  Area,1,3,BriumMi,1450,2,1,102,Kondhwa
Super built-up  Area,1,2,Ahriaup,1129,2,1,69,Kondhwa Budruk
Super built-up  Area,1,2,Soe 2as,1126,2,1,36,Kondhwa Khurd
Plot  Area,0,3,AkArkti,1200,3,0,110,Koregaon Park
Super built-up  Area,1,3,MJinele,1180,2,2,45,Kothrud
Super built-up  Area,1,3,Samittv,1933,3,2,140,Lulla Nagar
Built-up  Area,1,2,0,1082,2,2,64,Mahatma Gandhi Road
Super built-up  Area,0,1,UKicte ,610,1,0,28,Manik Bagh
Plot  Area,1,4,0,1560,4,1,160,Market yard
Super built-up  Area,1,3,Prone M,1300,3,3,77.99,Model colony
Built-up  Area,1,4,0,3850,6,0,205,Mukund Nagar
Built-up  Area,1,2,0,1125,2,1,46,Mundhawa
Plot  Area,1,6,0,2400,7,2,107,Nagar Road
Super built-up  Area,1,2,0,777.4,2,0,25,Nana Peth
Super built-up  Area,1,4,0,2500,3,1,65,Narayan Peth
Super built-up  Area,1,3,Roa 2ha,1798,3,0,150,Narayangaon
Built-up  Area,1,3,AlEcone,1864,3,2,120,Navi Peth
Super built-up  Area,1,2,0,1115,2,1,51.91,Padmavati
Super built-up  Area,1,2,0,1200,2,1,70,Pashan
Super built-up  Area,0,2,0,992,2,2,24.8,Paud Road
Built-up  Area,1,2,0,950,2,3,57,Pirangut
Plot  Area,1,4,0,1500,4,3,185,Prabhat Road
Super built-up  Area,1,2,Krine O,1200,2,1,62,Pune Railway Station
Built-up  Area,1,3,Srg Bnc,1735,3,2,70,Rasta Peth
Built-up  Area,1,3,SNe 2ev,1750,3,3,172,Raviwar Peth
Super built-up  Area,1,2,Ammesss,1009,2,2,56,Sadashiv Peth
Super built-up  Area,1,3,BrardCo,1470,2,3,102,Sahakar Nagar
Super built-up  Area,1,3,0,1527,3,2,115,Salunke Vihar
Built-up  Area,1,2,Juoryma,985,2,1,45,Sasson Road
Built-up  Area,1,4,0,3300,4,2,135,Satara Road
Super built-up  Area,0,2,Asarqz ,1277,2,1,77,Senapati Bapat Road
Super built-up  Area,0,2,CMoneoo,1100,2,1,62,Shaniwar Peth
Super built-up  Area,1,3,Brony H,1820,3,2,140,Shivaji Nagar
Super built-up  Area,1,4,0,1530,3,3,87,Shukrawar Peth
Super built-up  Area,1,3,PrdgeSo,1886,3,2,205,Sinhagad Road
Plot  Area,1,3,0,1200,2,0,190,Somwar Peth
Super built-up  Area,1,3,BrdgeNo,1880,4,2,110,Swargate
Super built-up  Area,1,2,Shateor,1255,2,2,52.35,Tilak Road
Super built-up  Area,0,2,PrarePa,700,2,1,36,Uruli Devachi
Super built-up  Area,1,2,0,1140,2,2,46,Vadgaon Budruk
Built-up  Area,0,2,Sryalan,1025,2,1,29.6,Wadgaon Sheri
Built-up  Area,1,4,ArsiaEx,3453,4,2,247,Viman Nagar
Super built-up  Area,1,3,0,1490,2,2,59.6,Vishrant Wadi
Super built-up  Area,1,3,Adeatlm,1850,3,2,140,Wakadewadi
Super built-up  Area,1,2,0,1250,2,1,78,Wanowrie
Super built-up  Area,1,4,0,2400,3,1,108,Warje
Super built-up  Area,1,4,Soianal,3522,5,3,716,Yerawada
Super built-up  Area,0,2,Vaniai ,1244,2,2,88,Alandi Road
Super built-up  Area,0,2,DSestSt,1025,2,1,28.57,Anandnagar
Super built-up  Area,1,2,DSlesSp,1034,2,1,38,Aundh
Super built-up  Area,0,3,DSestSt,1191,2,2,33.34,Aundh Road
Super built-up  Area,1,3,Maowsve,1719,3,2,71,Balaji Nagar
Super built-up  Area,1,2,0,1035,2,1,39.33,Baner
Plot  Area,1,4,0,1500,3,2,230,Baner road
Super built-up  Area,0,3,SJerse ,1470,2,2,84.22,Bhandarkar Road
Super built-up  Area,1,2,0,1140,2,1,50.66,Bhavani Peth
Super built-up  Area,1,3,SosicCl,1752.12,3,2,125,Bibvewadi
Super built-up  Area,1,3,Brica E,2990,3,2,170,Bund Garden Road
Super built-up  Area,1,3,SNity S,1660,3,2,85,Camp
Super built-up  Area,1,3,Pao 3ow,1275,3,3,63.43,Chandan Nagar
Super built-up  Area,0,3,0,1365,3,1,52.81,Dapodi
Plot  Area,1,3,0,1200,2,0,90,Deccan Gymkhana
Super built-up  Area,1,3,0,2546,3,0,170,Dehu Road
Super built-up  Area,0,3,Brens7 ,1392,3,1,69.46,Dhankawadi
Super built-up  Area,0,2,Asarqz ,1245,2,1,59.76,Dhayari Phata
Super built-up  Area,1,2,IBityin,1162,2,2,64.08,Erandwane
Super built-up  Area,1,3,EAvarum,1476,2,1,73,Fatima Nagar
Built-up  Area,1,1,0,700,1,1,21.5,Fergusson College Road
Built-up  Area,1,6,0,3600,6,1,170,Ganesh Peth
Built-up  Area,1,2,DLhtsen,943,2,2,48,Ganeshkhind
Plot  Area,1,2,0,1150,2,1,170,Ghorpade Peth
Super built-up  Area,1,2,VHinoel,1113,2,1,44.5,Ghorpadi
Super built-up  Area,0,3,Myple M,1615,3,2,69.43,Gokhale Nagar
Super built-up  Area,1,2,ETens G,1279,2,3,100,Gultekdi
Super built-up  Area,1,2,0,1256,2,1,60,Guruwar peth
Built-up  Area,1,3,0,1805,3,2,280,Hadapsar
Built-up  Area,1,3,Suiseit,1350,3,1,65,Hadapsar Industrial Estate
Super built-up  Area,0,3,0,1525,3,2,68.63,Hingne Khurd
Super built-up  Area,0,2,ProdsWe,1357,2,1,123,Jangali Maharaj Road
Super built-up  Area,0,3,Raard B,1645,3,2,117,Kalyani Nagar
Super built-up  Area,1,3,SoystAm,1777.26,3,2,92,Karve Nagar
Super built-up  Area,1,2,Prityel,845,2,2,32,Karve Road
Built-up  Area,1,2,0,900,2,0,25,Kasba Peth
Super built-up  Area,0,2,Soamsay,1210,2,1,64.15,Katraj
Super built-up  Area,0,2,0,829,2,1,22.8,Khadaki
Super built-up  Area,1,3,Adeatlm,1879,3,2,155,Khadki
Super built-up  Area,0,3,Collsrn,1250,2,2,50,Kharadi
Super built-up  Area,0,3,Unezes ,1108,2,1,60,Kondhwa Budruk
Super built-up  Area,0,3,0,1401,3,2,69,Kondhwa Khurd
Super built-up  Area,0,3,AsastDe,1157,2,1,75,Koregaon Park
Built-up  Area,1,2,SaaceSa,1185,2,1,42.66,Kothrud
Super built-up  Area,1,3,Soweray,1751,3,2,115,Law College Road
Super built-up  Area,1,3,SNity S,1880,3,2,96.5,Lulla Nagar
Super built-up  Area,1,2,0,1175,2,2,38,Mangalwar peth
Built-up  Area,1,2,Prensin,1407,2,1,98.49,Manik Bagh
Super built-up  Area,1,2,Shentnd,1000,2,2,50,Market yard
Super built-up  Area,1,3,Briumri,1518,3,3,75,Model colony
Plot  Area,1,4,0,3600,4,2,300,Mukund Nagar
Super built-up  Area,0,2,Sahtsva,1027,2,1,67,Mundhawa
Super built-up  Area,1,4,Soeurri,3730,6,2,430,Nagar Road
Built-up  Area,1,2,NRosete,1145,2,2,46,Nana Peth
Super built-up  Area,0,2,ProdsWe,1260,2,2,113,Narayan Peth
Super built-up  Area,1,3,Dhalsh ,1500,2,3,47.25,Narayangaon
Super built-up  Area,1,3,DSingSt,1737,2,1,57.32,Navi Peth
Plot  Area,1,3,0,1600,4,1,120,Parvati Darshan
Built-up  Area,1,3,Sonosty,1500,3,2,135,Pashan
Plot  Area,1,2,0,1120,2,0,60,Paud Road
Plot  Area,1,3,0,1200,4,1,240,Pirangut
Super built-up  Area,0,2,Inaxyga,1030,2,1,46.5,Prabhat Road
Built-up  Area,1,6,0,2500,6,1,88,Pune Railway Station
Super built-up  Area,1,2,Sulya A,1057,2,1,35,Rasta Peth
Super built-up  Area,0,4,Jaades ,2774,4,3,208,Raviwar Peth
Super built-up  Area,1,2,SLaceda,1460,2,2,38.5,Sadashiv Peth
Super built-up  Area,1,2,ARureig,1075,2,1,53.7,Sahakar Nagar
Super built-up  Area,1,3,0,1080,2,1,60,Salunke Vihar
Super built-up  Area,0,4,Priesla,3626,5,3,788,Sasson Road
Super built-up  Area,1,6,0,5100,7,0,225,Satara Road
Super built-up  Area,1,2,SLowse ,1139.7,2,1,45,Senapati Bapat Road
Super built-up  Area,0,2,ARipsul,1074,2,1,42.8,Shaniwar Peth
Plot  Area,0,2,0,1200,2,1,46.13,Shivaji Nagar
Super built-up  Area,1,4,Puallhi,2425,5,1,175,Shukrawar Peth
Super built-up  Area,1,2,Maantr ,1323,2,2,74,Sinhagad Road
Super built-up  Area,0,2,Puachal,1232,2,1,69.61,Somwar Peth
Super built-up  Area,1,2,Prmesi ,900,2,1,40,Swargate
Super built-up  Area,1,1,Soe 2as,740,1,1,23.65,Tilak Road
Super built-up  Area,0,3,Mahosya,1920,3,2,134,Uruli Devachi
Super built-up  Area,1,3,SNity S,1550,3,2,96,Wadgaon Sheri
Super built-up  Area,1,3,MyhtsHe,1588,2,3,90,Viman Nagar
Built-up  Area,1,3,0,2300,4,1,240,Vishrant Wadi
Built-up  Area,1,9,0,3600,8,2,165,Wagholi
Built-up  Area,1,2,0,1308,2,1,86,Wakadewadi
Super built-up  Area,1,3,MDncyhi,1340,2,2,54.27,Wanowrie
Built-up  Area,1,4,0,2170,3,2,265,Yerawada
Super built-up  Area,1,3,Soitya ,1719,3,2,135,Alandi Road
Super built-up  Area,1,2,Maows M,1107.83,2,1,41.51,Ambegaon Budruk
Plot  Area,0,2,0,1200,2,1,45.84,Anandnagar
Built-up  Area,0,1,0,1090,2,1,31.48,Aundh
Super built-up  Area,0,3,BrdgeNo,1660,3,2,104,Balaji Nagar
Super built-up  Area,1,2,K dotna,1247,2,1,58.56,Baner
Super built-up  Area,0,3,Bhmesy ,1595,3,2,96,Baner road
Super built-up  Area,1,2,JaaldEm,1175,2,2,50,Bhandarkar Road
Super built-up  Area,1,2,VSletes,1184,2,1,78,Bibvewadi
Super built-up  Area,1,2,Srhan P,1100,2,2,55,Bopodi
Plot  Area,0,2,0,935,2,0,78,Budhwar Peth
Built-up  Area,1,2,Niareum,1200,2,2,60,Bund Garden Road
Plot  Area,1,5,0,2400,5,1,408,Camp
Super built-up  Area,1,2,0,1000,2,1,45,Chandan Nagar
Built-up  Area,1,2,KBnnupu,1000,2,0,52,Dapodi
Super built-up  Area,1,3,Prensya,1705,3,2,85,Deccan Gymkhana
Built-up  Area,1,3,Mairer ,1060,2,2,58.3,Dehu Road
Plot  Area,1,4,Theanmp,2325,4,1,120,Dhankawadi
Super built-up  Area,0,3,DiiteR ,1347,2,2,55,Dhayari Phata
Super built-up  Area,0,2,Unris E,1402,2,2,95,Erandwane
Super built-up  Area,0,3,Prtates,2280,4,2,125,Fatima Nagar
Super built-up  Area,1,2,0,1225,2,2,71.05,Fergusson College Road
Super built-up  Area,1,2,Maodser,1080,2,1,53,Ganesh Peth
Built-up  Area,0,7,0,4000,7,0,90,Ganeshkhind
Super built-up  Area,1,3,0,1919,3,0,300,Ghorpade Peth
Built-up  Area,1,2,Dhalsh ,1100,2,2,42.6,Ghorpadi
Super built-up  Area,1,4,DSndsod,2500,4,3,225,Gokhale Nagar
Super built-up  Area,0,2,PrarePa,1200,2,2,78,Gultekdi
Super built-up  Area,1,3,Dhalsh ,1565,2,2,57.91,Guruwar peth
Plot  Area,0,2,0,1200,3,0,78,Hadapsar
Super built-up  Area,1,3,0,1581,3,3,76,Hadapsar Industrial Estate
